company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added
Marvell,SF Bay Area,320,2023-03-21,0.04,Hardware,https://www.bloomberg.com/news/articles/2023-03-21/marvell-to-cut-4-of-workforce-in-response-to-chip-slowdown?leadSource=uverify%20wall,Post-IPO,,United States,2023-03-21
Smallcase,"Bengaluru, Non-U.S.",15,2023-03-21,0.04,Finance,https://www.businesstoday.in/entrepreneurship/news/story/startup-layoffs-sequoia-backed-smallcase-lays-off-4-employees-374171-2023-03-20,Series C,62,India,2023-03-21
Workhuman,"Dublin, Non-U.S.",130,2023-03-21,0.1,HR,https://www.independent.ie/business/technology/irish-tech-unicorn-workhuman-to-lay-off-10pc-of-staff-42397380.html,Unknown,131,Ireland,2023-03-21
Glassdoor,SF Bay Area,140,2023-03-22,0.15,HR,https://www.glassdoor.com/about-us/a-message-from-glassdoor-ceo-christian-sutherland-wong/,Acquired,204,United States,2023-03-22
Indeed,Austin,2200,2023-03-22,0.15,HR,https://www.indeed.com/press/releases/a-message-from-our-ceo-chris-hyams,Acquired,5,United States,2023-03-22
Wejo,"Chester, Non-U.S.",40,2023-03-22,0.16,Transportation,https://wejo.gcs-web.com/node/7461/html,Post-IPO,376,United Kingdom,2023-03-24
Slite,"Paris, Non-U.S.",10,2023-03-23,0.25,Other,https://www.linkedin.com/posts/christophepasquier_we-always-pride-ourselves-to-grow-healthily-activity-7044698064845971456-s_EB/,Series A,15,France,2023-03-24
AEye,SF Bay Area,46,2023-03-28,0.33,Transportation,https://investors.aeye.ai/node/8921/html,Post-IPO,314,United States,2023-03-29
Lucid Motors,SF Bay Area,1300,2023-03-28,0.18,Transportation,https://techcrunch.com/2023/03/28/lucid-to-lay-off-1300-employees-in-restructuring/,Post-IPO,8300,United States,2023-03-29
Electronic Arts,SF Bay Area,780,2023-03-29,0.06,Consumer,https://www.wsj.com/articles/electronic-arts-says-it-is-laying-off-6-of-workforce-d9c2b7e1?mod=djemalertNEWS,Post-IPO,2,United States,2023-03-29
iCAD,Nashua,23,2023-03-29,0.28,Healthcare,https://www.medtechdive.com/news/iCAD-AI-layoffs-new-ceo/646300/,Post-IPO,59,United States,2023-04-08
Crossbeam,Philadelphia,17,2023-03-30,0.15,Sales,https://technical.ly/startups/crossbeam-layoffs-2023/ ,Series C,116,United States,2023-06-01
FanClash,"Gurugram, Non-U.S.",100,2023-03-30,0.75,Consumer,https://inc42.com/buzz/exclusive-sequoia-backed-fanclash-fires-75-workforce-within-a-year-of-raising-40-mn/,Series B,50,India,2023-03-31
LendingTree,Charlotte,150,2023-03-30,0.13,Finance,https://www.wsoctv.com/news/local/lendingtree-cutting-workforce-by-13-latest-layoff-round/264JH3PRKNE4TH3HUR5WA7T6XU/,Post-IPO,,United States,2023-04-01
Loop,Austin,19,2023-03-30,0.25,Finance,https://coverager.com/loop-conducts-another-round-of-layoffs/,Series A,24,United States,2023-04-03
Roku,SF Bay Area,200,2023-03-30,0.06,Media,https://www.reuters.com/technology/streaming-device-maker-roku-cut-200-jobs-second-round-layoffs-2023-03-30/,Post-IPO,208,United States,2023-03-30
Domestika,"Madrid, Non-U.S.",89,2023-03-31,0.45,Education,https://www.lavanguardia.com/economia/20230331/8869692/domestika-prepara-ere-despedir-89-personas-espana.html,Series D,130,Spain,2023-04-01
Guideline,SF Bay Area,48,2023-04-03,0.11,Finance,https://layoffstracker.com/guideline-to-lay-off-48-employees-11-workforce/,Series E,339,United States,2023-04-14
Hyland Software,Cleveland,1000,2023-04-03,0.2,Other,https://www.cleveland.com/news/2023/04/westlake-based-hyland-software-will-layoff-1000-employees-20-of-workforce.html?outputType=amp,Acquired,,United States,2023-04-04
Textio,Seattle,15,2023-04-03,0.12,Recruiting,https://www.geekwire.com/2020/textio-lays-off-30-amid-covid-19-seattle-startup-hopes-ai-writing-tech-will-aid-job-seekers/,Unknown,42,United States,2023-04-04
View,SF Bay Area,170,2023-04-03,0.23,Other,https://therealdeal.com/national/2023/04/03/view-cuts-23-of-staff-seeks-funds-to-survive-2023/,Post-IPO,2300,United States,2023-04-05
1K Kirana,"Gurugram, Non-U.S.",600,2023-04-04,0.4,Retail,https://www.moneycontrol.com/news/business/startup/info-edge-ventures-backed-1k-kirana-lays-off-40-workforce-to-restructure-business-10359421.html,Series B,,India,2023-04-04
Boost,New York City,15,2023-04-04,0.2,Finance,https://boostinsurance.com/blog/a-message-from-boost-ceo-alex-maffeo/,Series B,37,United States,2023-04-05
Amplitude,SF Bay Area,99,2023-04-05,0.13,Data,https://amplitude.com/blog/team-update,Post-IPO,311,United States,2023-04-05
Dunzo,"Bengaluru, Non-U.S.",300,2023-04-05,0.3,Food,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/scoop-dunzo-secures-75m-via-convertible-notes-fires-30-staff-tim-cook-may-visit-india-as-apple-opens-first-company-owned-store/articleshow/99281436.cms,Unknown,382,India,2023-04-06
Talent.com,"Montreal, Non-U.S.",86,2023-04-05,0.18,Recruiting,https://aimgroup.com/2023/04/05/talent-com-cuts-25-of-staff-source-says/,Series B,150,Canada,2023-09-07
Absolute Software,"Vancouver, Non-U.S.",40,2023-04-06,0.05,Security,https://www.absolute.com/company/press-releases/2023/absolute-software-announces-workforce-restructuring/,Post-IPO,,Canada,2023-04-06
Avocargo,"Berlin, Non-U.S.",16,2023-04-06,1,Transportation,https://www.businessinsider.de/gruenderszene/automotive-mobility/lastenrad-startup-avocargo-stellt-betrieb-ein/,Seed,,Germany,2023-04-08
